,name,online_order,rate,votes,location,rest_type,approx_cost
366,Keventers,Yes,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400
367,Sree Sagar,Yes,0.0,0,Banashankari,Quick Bites,200
368,Navi Food Point,Yes,3.6,22,Basavanagudi,Quick Bites,200
369,Shawarma Inc,Yes,3.1,31,Banashankari,Takeaway,250
370,The Cafe Nuts and Bolts,Yes,3.0,29,Kumaraswamy Layout,Cafe,500
371,AM WOW,Yes,3.4,6,Jayanagar,Beverage Shop,100
372,Lalbagh Grand,Yes,3.0,22,Basavanagudi,Quick Bites,250
373,Funjabi Curries,Yes,2.9,11,Banashankari,Quick Bites,500
374,Eat Repeat,Yes,3.9,101,Basavanagudi,Quick Bites,150
375,Salut,Yes,4.1,442,Jayanagar,"Pub, Casual Dining",1200
376,Nammura Donne Biriyani,Yes,3.0,155,Basavanagudi,Quick Bites,400
377,Lassi Stop,Yes,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150
378,Dakshin Kitchen,Yes,3.6,15,Basavanagudi,Quick Bites,100
379,Sri Sai Cafe,Yes,3.0,10,Basavanagudi,Quick Bites,200
380,Sri Sai 99 Variety Dosa,Yes,3.8,25,Banashankari,Quick Bites,300
381,Utsav Restaurant,Yes,3.8,61,Banashankari,Quick Bites,300
382,Crunch and Munch,Yes,3.7,23,Uttarahalli,Quick Bites,300
383,Food Geek,Yes,3.8,25,Basavanagudi,Quick Bites,350
384,Sri Krishna Aramane,Yes,3.7,40,Kumaraswamy Layout,Quick Bites,200
385,Great Indian Rolls,Yes,3.3,4,Basavanagudi,Quick Bites,100
386,Chats Point,Yes,3.4,8,Basavanagudi,Quick Bites,150
387,Food Point,Yes,3.0,32,Kumaraswamy Layout,Quick Bites,300
388,Swarga Ruchi,Yes,3.3,10,Basavanagudi,Quick Bites,200
389,Kolkata King,Yes,3.4,6,Basavanagudi,Quick Bites,300
390,Sandwich Mama's And Frozen Monster,Yes,3.8,53,Jayanagar,Quick Bites,250
391,New Rajadhani Spicy,Yes,3.7,67,Kumaraswamy Layout,Casual Dining,700
392,Big Mishra Pedha,Yes,2.9,23,Jayanagar,Sweet Shop,250
393,VEGeatz,Yes,3.4,19,Banashankari,Quick Bites,200
394,Foodizo,Yes,3.6,24,Banashankari,Quick Bites,300
395,Food Springs,Yes,4.0,232,Jayanagar,Quick Bites,400
396,Chung's Chinese Corner,Yes,3.9,221,Jayanagar,Casual Dining,700
397,Eurasia Pasta and Barbeque by Little Italy,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar",1200
398,Goli Vada Pav No. 1,Yes,3.7,93,Basavanagudi,Quick Bites,200
399,Ragoo's,Yes,3.9,233,Jayanagar,Casual Dining,800
400,Pure & Natural,Yes,3.9,211,Jayanagar,Casual Dining,500
401,Maiyas,Yes,4.0,1778,Jayanagar,Quick Bites,200
402,Sip n Dine,Yes,3.6,218,Vijay Nagar,Casual Dining,800
403,Cafe Mondo,Yes,3.7,514,Basavanagudi,Cafe,600
404,Jalpaan,Yes,4.0,866,Jayanagar,Casual Dining,900
405,Kataria's Pakwan,Yes,3.2,96,Kumaraswamy Layout,Quick Bites,400
406,Juicy Momos,Yes,3.0,80,Banashankari,Quick Bites,250
407,Amande Patisserie,Yes,4.0,73,Basavanagudi,Bakery,300
408,Anand Sweets and Savouries,Yes,3.9,84,Jayanagar,Sweet Shop,400
409,Chicken Hunt,Yes,3.0,88,Banashankari,Quick Bites,350
410,Swadesh Tadka,Yes,3.0,179,Banashankari,Casual Dining,600
411,Cane-O-La,Yes,3.8,61,Basavanagudi,Quick Bites,100
412,New Biryani Mane,Yes,3.7,128,Uttarahalli,Casual Dining,450
413,Upahara Darshini,Yes,3.8,339,Jayanagar,Quick Bites,400
414,Karnataka Bhel House,Yes,4.1,449,Basavanagudi,Quick Bites,100
415,Sreeraj Lassi Bar,Yes,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",150
416,Juice Junction Food Court,Yes,3.7,57,Basavanagudi,Quick Bites,200
417,Bunt's Biriyani Palace,Yes,3.0,213,Banashankari,Quick Bites,400
418,Chai Point,Yes,3.2,208,Jayanagar,"Beverage Shop, Quick Bites",250
419,Janahaar,Yes,3.8,70,Banashankari,Quick Bites,100
420,Redberrys,Yes,4.0,219,Basavanagudi,Cafe,600
421,Utsav,Yes,3.7,59,Banashankari,Quick Bites,200
422,Meat And Eat,Yes,3.1,10,Banashankari,Quick Bites,500
423,Snacks Bite,Yes,3.0,9,Kumaraswamy Layout,Quick Bites,400
424,The Spice Saga,Yes,3.7,124,Kumaraswamy Layout,Casual Dining,750
425,Dakshin Cafe,Yes,3.7,19,Kumaraswamy Layout,Quick Bites,100
426,Mr. Parathewala,Yes,0.0,0,Jayanagar,"Takeaway, Delivery",300
427,Kaulige Millet Corner,Yes,3.3,4,Basavanagudi,Quick Bites,150
428,Ifruit Ice Cream,Yes,3.3,4,Kumaraswamy Layout,Dessert Parlor,150
429,Havmor,Yes,3.8,21,Basavanagudi,Dessert Parlor,200
430,Grand Food,Yes,3.4,8,Banashankari,"Quick Bites, Bakery",250
431,Dining Hut,Yes,3.0,10,Kumaraswamy Layout,Quick Bites,400
432,7 Hills Garden Restaurant,Yes,0.0,0,Banashankari,Quick Bites,400
433,Desi Swaad,Yes,3.0,10,Kumaraswamy Layout,Quick Bites,400
434,Yummy Momos,Yes,3.2,4,Kumaraswamy Layout,Quick Bites,200
435,Masale Daan,Yes,3.1,4,Banashankari,Delivery,350
436,Sri Manjunatha Tandoori Corner,Yes,0.0,0,Uttarahalli,Quick Bites,300
437,Grow Fit,Yes,3.6,16,JP Nagar,"Takeaway, Delivery",500
438,The House Of Vadapav,Yes,0.0,0,Banashankari,Quick Bites,150
439,Cutcakes,Yes,0.0,0,Kumaraswamy Layout,"Takeaway, Delivery",300
440,Lassi Spot,Yes,3.3,4,Kumaraswamy Layout,Beverage Shop,100
441,Sandwich Hub,Yes,3.4,12,Jayanagar,Quick Bites,300
442,Healthy Bakes 'n' Brew,Yes,0.0,0,Jayanagar,Bakery,150
443,Udupi Sri Krishna Cafe,Yes,3.9,14,Jayanagar,Casual Dining,600
444,Starlite Bakery & Fastfood,Yes,3.7,0,Jayanagar,Quick Bites,300
445,Veganbreak24x7,Yes,2.8,5,City Market,"Takeaway, Delivery",199
446,Aadhya Hotel,Yes,3.3,5,Basavanagudi,"Casual Dining, Bar",800
447,Dodda Mane Baaduta,Yes,3.0,15,Banashankari,Quick Bites,250
448,Swadd Kitchen,Yes,3.4,4,Basavanagudi,Casual Dining,500
449,Nandini Milk Parlour and Restaurant,Yes,0.0,0,Mysore Road,"Dessert Parlor, Quick Bites",250
450,Happy Chopsticks,Yes,3.6,17,Basavanagudi,Quick Bites,300
451,Sai Super Sandwich,Yes,0.0,0,Banashankari,Quick Bites,200
452,Right Pizza,Yes,0.0,0,Basavanagudi,Quick Bites,300
453,Udupi Upachar,Yes,3.3,6,Banashankari,Quick Bites,500
454,Davanagere Benne Dose Hut,Yes,3.4,10,Banashankari,Quick Bites,100
455,The Sip Shop,Yes,0.0,0,Basavanagudi,Quick Bites,200
456,Jalsa,Yes,4.1,775,Banashankari,Casual Dining,800
457,Subz,Yes,4.2,2022,Jayanagar,Casual Dining,1000
458,Rajastani Rasoi,Yes,0.0,0,Basavanagudi,Quick Bites,100
459,Sri Banashankari Upahara,Yes,0.0,0,Kumaraswamy Layout,Quick Bites,150
460,Cafe Shuffle,Yes,4.2,150,Banashankari,Cafe,600
461,Mint and Mustard,Yes,4.0,232,Basavanagudi,Casual Dining,750
462,Chinese Square,Yes,3.9,38,Basavanagudi,Quick Bites,200
463,Hyderabad Express,Yes,0.0,0,Banashankari,Quick Bites,300
464,Punjabi Raswada,Yes,3.0,431,Jayanagar,Casual Dining,800
465,Vinny's,Yes,4.2,2115,Banashankari,Casual Dining,800
466,Chetty's Corner,Yes,3.4,30,Uttarahalli,Quick Bites,200
467,Kapoor's Cafe,Yes,4.2,150,Jayanagar,Casual Dining,800
468,Donne Biryani & Kabab Corner,Yes,3.3,12,Kumaraswamy Layout,Quick Bites,200
469,Sukh Sagar,Yes,3.8,155,Jayanagar,Casual Dining,450
470,S M V Snacks Corner,Yes,3.7,33,Basavanagudi,Quick Bites,200
471,Andhra Ruchulu,Yes,4.1,666,Jayanagar,"Casual Dining, Bar",1000
472,The Samosa Co,Yes,0.0,0,Jayanagar,Quick Bites,200
473,Steaming Mugs,Yes,3.9,240,Basavanagudi,Cafe,700
474,San Churro Cafe,Yes,3.8,918,Banashankari,"Cafe, Casual Dining",800
475,Rajathadri Food Fort,Yes,4.0,465,Jayanagar,Casual Dining,600
476,Brew Meister,Yes,4.1,970,Jayanagar,"Microbrewery, Casual Dining",1500
477,Rasoi,Yes,3.3,128,Banashankari,Quick Bites,300
478,Mr. Singh Da Dhaba,Yes,3.6,241,Kumaraswamy Layout,Quick Bites,300
479,Kababs N Biryani,Yes,3.4,22,Banashankari,Quick Bites,200
480,Ayodhya Upachar,Yes,4.3,734,Banashankari,Quick Bites,200
481,Biriyani Mane,Yes,3.8,130,Jayanagar,Quick Bites,400
482,Cafe Ajfan,Yes,4.2,261,Jayanagar,Cafe,700
483,Brundhavana Food Point,Yes,4.0,191,Kumaraswamy Layout,Quick Bites,300
484,SLV Corner Restaurant,Yes,4.1,364,Basavanagudi,Casual Dining,550
485,Biryani Royals Garden,Yes,0.0,0,Kumaraswamy Layout,Quick Bites,500
486,Hotel New Karavali,Yes,3.8,133,Banashankari,Quick Bites,300
487,The Krishna Grand,Yes,3.9,888,Banashankari,Casual Dining,750
488,360 Atoms Restaurant And Cafe,Yes,3.1,13,Banashankari,Cafe,400
489,Roti Ghar,Yes,3.9,750,Basavanagudi,Casual Dining,500
490,The Coffee Shack,Yes,4.2,164,Banashankari,Cafe,500
491,Multi Snacky Hub,No,0.0,0,Basavanagudi,Quick Bites,200
492,Kettle & Kegs,Yes,3.2,6,Banashankari,Delivery,200
493,Baisakhi,Yes,3.8,527,Basavanagudi,Casual Dining,500
494,Corner House Ice Cream,No,4.3,345,Banashankari,Dessert Parlor,400
495,Poonam Sweets,No,4.4,356,Banashankari,Sweet Shop,150
496,XO Belgian Waffle,Yes,3.7,17,Banashankari,Dessert Parlor,400
497,Old Mumbai Ice Cream,Yes,3.9,38,Banashankari,Dessert Parlor,150
498,Cake of the Day,No,3.7,78,Banashankari,"Bakery, Dessert Parlor",150
499,Amma's Pastries,No,3.8,60,Banashankari,Dessert Parlor,400
500,Kanti Sweets,Yes,4.0,115,Banashankari,Sweet Shop,400
501,Sugar Rush,No,3.8,39,Banashankari,Bakery,300
502,Polar Bear,Yes,3.9,116,Banashankari,Dessert Parlor,400
503,San Churro Cafe,Yes,3.8,918,Banashankari,"Cafe, Casual Dining",800
504,Anand Sweets and Savouries,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400
505,Ibaco,Yes,3.9,41,Banashankari,Dessert Parlor,300
506,Kirthi's Biryani,Yes,3.8,144,Banashankari,Cafe,700
507,The Lassi and Juice Park,No,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor",150
508,Stoned Monkey,Yes,4.3,860,Banashankari,Dessert Parlor,500
509,Parimala Sweets,No,3.0,14,Banashankari,Sweet Shop,200
510,The Big O Bakes,No,4.0,66,Banashankari,Bakery,300
511,Shree Mahalakshmi Sweets,Yes,3.2,8,Banashankari,Sweet Shop,100
512,Keventers,Yes,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400
513,Dessert Rose,No,3.0,7,Banashankari,Dessert Parlor,500
514,Thanco's Natural Ice Creams,No,3.2,9,Banashankari,Dessert Parlor,300
515,Corner Stone,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300
516,Kaggis,No,3.8,64,Banashankari,Quick Bites,250
517,Cocoa Bakes,Yes,3.6,14,Banashankari,Bakery,350
518,Floured-Baked With Love,No,3.8,45,Banashankari,"Takeaway, Delivery",400
519,CAFE NOVA,No,3.2,11,Banashankari,Cafe,600
520,Cakes & Slices,No,3.0,13,Banashankari,Bakery,300
521,Arun Ice Cream,No,3.4,7,Banashankari,Dessert Parlor,150
522,Just Bake,No,3.4,8,Banashankari,Bakery,400
523,Dharwad Line Bazaar Mishra Pedha,No,0.0,0,Banashankari,Dessert Parlor,150
524,Cake Bite,No,0.0,0,Banashankari,Bakery,300
525,Kwality Wall's Swirl's Happiness Station,No,2.9,25,Banashankari,Dessert Parlor,200
526,Melting Melodies,No,0.0,0,Banashankari,Bakery,300
527,Sweet N Swirl,No,3.2,17,Banashankari,Dessert Parlor,150
528,Me And My Cake,No,0.0,0,Banashankari,Delivery,500
529,Mukesh Sweet Centre,No,0.0,0,Banashankari,Sweet Shop,300
530,Darkolates,No,0.0,0,Banashankari,Confectionery,200
531,Sai Super Sandwich,Yes,0.0,0,Banashankari,Quick Bites,200
532,Sweet Truth,Yes,3.9,35,Banashankari,Delivery,500
533,Waffle-A-Go Go,Yes,3.9,70,Banashankari,Dessert Parlor,400
534,Gopi Ice Creams,No,0.0,0,Banashankari,Dessert Parlor,100
535,Sri Venkateshwara Sweet Meat Stall,No,4.0,98,Basavanagudi,"Sweet Shop, Quick Bites",400
536,Baskin Robbins,No,3.7,25,Basavanagudi,Dessert Parlor,250
537,Redberrys,Yes,4.0,219,Basavanagudi,Cafe,600
538,Amande Patisserie,Yes,4.0,73,Basavanagudi,Bakery,300
539,Srinivasa Brahmins Bakery,No,3.6,16,Basavanagudi,"Bakery, Quick Bites",150
540,Jain Bakes,No,3.6,8,Basavanagudi,Bakery,250
541,Cake Ghar,Yes,3.8,15,Basavanagudi,Bakery,400
542,KC Das - Sweet Spot,No,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites",200
543,Sugar Stars Co,No,0.0,0,Basavanagudi,Bakery,300
544,Diabetics Dezire Sugarless Sweets and Bakes,Yes,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",300
545,Cake Yard,Yes,3.3,9,Basavanagudi,Dessert Parlor,250
546,Iceberg Icecreams,Yes,4.0,43,Basavanagudi,Dessert Parlor,250
547,A2B Veg - Adyar Ananda Bhavan,Yes,2.7,97,Basavanagudi,Casual Dining,400
548,Bombay Kulfis,No,0.0,0,JP Nagar,Dessert Parlor,200
549,Sri Krishna Sweets,Yes,3.7,22,Basavanagudi,Sweet Shop,250
550,Cake Art,No,3.0,15,Basavanagudi,"Bakery, Quick Bites",400
551,Cakecraft,No,0.0,0,Jayanagar,Takeaway,350
552,Asha Sweets Centre,Yes,3.6,27,Basavanagudi,Dessert Parlor,250
553,My Tea House,Yes,0.0,0,Banashankari,Casual Dining,500
554,The Krishna Grand,Yes,3.9,888,Banashankari,Casual Dining,750
555,Sea Spice by 7 Star,Yes,4.0,349,Banashankari,Casual Dining,1200
556,Mini Punjabi Dhaba,Yes,4.2,287,Banashankari,Quick Bites,350
557,Onesta,Yes,4.6,2556,Banashankari,"Casual Dining, Cafe",600
558,Wamama,Yes,4.2,354,Banashankari,Casual Dining,800
559,Jalsa,Yes,4.1,775,Banashankari,Casual Dining,800
560,Vinny's,Yes,4.2,2115,Banashankari,Casual Dining,800
561,Jcubez,No,3.8,977,Banashankari,Lounge,1300
562,Gustoes Beer House,No,4.1,868,Banashankari,Pub,1200
563,Penthouse Cafe,Yes,4.0,324,Banashankari,Cafe,700
564,Spice Elephant,Yes,4.1,787,Banashankari,Casual Dining,800
565,Smacznego,Yes,4.2,504,Banashankari,Cafe,550
566,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,4.1,402,Banashankari,Cafe,500
567,Cafe Shuffle,Yes,4.2,150,Banashankari,Cafe,600
568,The Coffee Shack,Yes,4.2,164,Banashankari,Cafe,500
569,Peppy Peppers,No,4.2,244,Banashankari,Casual Dining,800
570,Anna Kuteera,Yes,4.0,771,Banashankari,Casual Dining,450
571,Szechuan Dragon,Yes,4.2,1647,Banashankari,Casual Dining,600
572,1947,No,4.0,808,Banashankari,Casual Dining,850
573,Caf-Eleven,No,4.0,424,Banashankari,Cafe,450
574,Thamboola,Yes,3.9,135,Banashankari,Casual Dining,800
575,Ferment,No,0.0,0,Banashankari,"Casual Dining, Bar",1000
576,Havyaka Mess,No,3.9,28,Banashankari,Mess,300
577,San Churro Cafe,Yes,3.8,918,Banashankari,"Cafe, Casual Dining",800
578,Cafe Vivacity,Yes,3.8,90,Banashankari,Cafe,650
579,Chung Wah,Yes,3.9,519,Banashankari,Casual Dining,900
580,Vietnamese Kitchen,Yes,3.6,105,Banashankari,Casual Dining,700
581,Blue Wings Bar & Restaurant,No,3.7,43,Banashankari,"Bar, Casual Dining",700
582,Anand Sweets and Savouries,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400
583,Catch-up-ino,Yes,3.9,133,Banashankari,Cafe,800
584,Kirthi's Biryani,Yes,3.8,144,Banashankari,Cafe,700
585,T3H Cafe,No,3.9,93,Banashankari,Cafe,300
586,Srikrishna Bhavan,Yes,3.8,42,Banashankari,Quick Bites,300
587,Dal Tadkaa,Yes,2.0,247,Banashankari,Casual Dining,500
588,360 Atoms Restaurant And Cafe,Yes,3.1,13,Banashankari,Cafe,400
589,New Imperial Restaurant,No,3.7,39,Banashankari,Casual Dining,450
590,The Vintage Cafe,Yes,3.0,62,Banashankari,Cafe,400
591,Green Gardenia,Yes,3.8,160,Banashankari,Casual Dining,700
592,Parimala Sweets,No,3.0,14,Banashankari,Sweet Shop,200
593,Vaishali Deluxe,No,3.8,42,Banashankari,Casual Dining,700
594,Paradise Premium,Yes,3.1,119,Banashankari,Casual Dining,700
595,Kadala Tarangaa,Yes,3.6,129,Banashankari,Casual Dining,600
596,My Tea House,Yes,0.0,0,Banashankari,Casual Dining,500
597,Vi Ra's Bar and Restaurant,No,3.3,62,Banashankari,Bar,800
598,Annapooraneshwari Mess,No,0.0,0,Banashankari,Mess,200
599,Sri Yaksha Shiv Sagar,Yes,3.6,24,Banashankari,Casual Dining,600
600,7 Hills Restaurant,No,0.0,0,Banashankari,Casual Dining,500
601,Nandhini Deluxe,No,2.6,283,Banashankari,Casual Dining,600
602,Corner Stone,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300
603,Karavali Fish Center,No,3.4,10,Banashankari,Quick Bites,300
604,Ayda Persian Kitchen,No,3.7,39,Banashankari,Casual Dining,950
605,J Spice,Yes,3.8,59,Banashankari,Casual Dining,750
606,Swadesh Tadka,Yes,3.0,179,Banashankari,Casual Dining,600
607,Iyer's Tiffin Centre,No,3.8,62,Banashankari,Quick Bites,150
608,Kydz Adda,No,3.4,6,Banashankari,Casual Dining,500
609,K27 - The Pub,No,3.1,30,Banashankari,Bar,1000
610,Kotian Karavali Restaurant,No,3.0,10,Banashankari,Quick Bites,300
611,Food Box Cafe,No,3.6,36,Banashankari,Casual Dining,500
612,Hide Out Cafe,No,3.7,31,Banashankari,Cafe,300
613,Linnet Bar & Restaurant,No,0.0,0,Banashankari,Bar,500
614,CAFE NOVA,No,3.2,11,Banashankari,Cafe,600
615,Darbar,No,3.0,98,Banashankari,Bar,800
616,Sri Ganesh Juice and Chats,No,3.0,18,Banashankari,"Beverage Shop, Quick Bites",150
617,Manifest Cafe,No,3.0,10,Banashankari,Casual Dining,500
618,Beijing Bites,No,2.7,128,Banashankari,Casual Dining,850
619,Karavali Lunch Home,No,0.0,0,Banashankari,Quick Bites,400
620,The Pizzeria,Yes,2.8,45,Banashankari,Casual Dining,800
621,Sri Krishna Sagar,Yes,3.2,119,Banashankari,Casual Dining,400
622,Lassi Stop,Yes,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150
623,Banashankari Nati Style,No,0.0,0,Banashankari,Quick Bites,350
624,Sea Green Cafe,No,3.3,4,Banashankari,Cafe,500
625,Cafe Coffee Day,No,0.0,0,Banashankari,Cafe,900
626,SLN Bar and Restaurant,No,0.0,0,Banashankari,Casual Dining,700
627,Kaumudis Juoice,No,0.0,0,Banashankari,"Beverage Shop, Quick Bites",150
628,Parijatha Paradise,Yes,0.0,0,Banashankari,Casual Dining,500
629,As On Fire,Yes,3.0,41,South Bangalore,Food Truck,400
630,Pizza Hut,Yes,3.7,405,Banashankari,Casual Dining,750
631,New Prashanth Hotel,Yes,3.9,388,Banashankari,Casual Dining,650
632,Taaza Thindi,No,4.7,651,Banashankari,Quick Bites,100
633,Hyderabad Express,Yes,0.0,0,Banashankari,Quick Bites,300
634,Ayodhya Upachar,Yes,4.3,734,Banashankari,Quick Bites,200
635,Petoo,No,3.7,21,Banashankari,Quick Bites,450
636,Roving Feast,No,4.0,1047,Banashankari,Quick Bites,450
637,KFC,Yes,3.8,505,Banashankari,Quick Bites,450
638,Five Star Chicken,No,3.6,55,Banashankari,Quick Bites,200
639,Gama Gama,Yes,3.9,264,Banashankari,Quick Bites,200
640,Hotel New Karavali,Yes,3.8,133,Banashankari,Quick Bites,300
641,Kaapi Corner,No,0.0,0,Banashankari,Quick Bites,100
642,McDonald's,Yes,3.9,286,Banashankari,Quick Bites,500
643,Sri Laxmi Venkateshwara Coffee Bar,No,4.4,343,Banashankari,Quick Bites,100
644,Bhattara Bhojana,Yes,3.6,66,Banashankari,Quick Bites,150
645,Davanagere Benne Dose Hut,Yes,3.4,10,Banashankari,Quick Bites,100
646,Utsav Restaurant,Yes,3.8,61,Banashankari,Quick Bites,300
647,Messy Bowl,No,3.8,70,Banashankari,Quick Bites,500
648,Devanna Dum Biriyani Centre,Yes,3.6,28,Banashankari,Quick Bites,300
649,Janahaar,Yes,3.8,70,Banashankari,Quick Bites,100
650,Stop 'N' Joy,Yes,3.8,28,Banashankari,Quick Bites,150
651,Dodda Mane Baaduta,Yes,3.0,15,Banashankari,Quick Bites,250
652,Chickpet Donne Biryani House,Yes,3.8,131,Banashankari,Quick Bites,250
653,Brahmin Cafe,No,3.8,19,Banashankari,Quick Bites,150
654,Chumma Delicious,Yes,3.7,237,Banashankari,Quick Bites,200
655,Udupi Upachar,Yes,3.3,6,Banashankari,Quick Bites,500
656,Bengaluru Coffee House,Yes,4.1,201,Banashankari,Quick Bites,300
657,Foodiction,Yes,2.8,506,Banashankari,Quick Bites,500
658,The Biryani Cafe,No,4.1,520,Banashankari,Quick Bites,300
659,Spicy Tandoor,No,0.0,0,Banashankari,Quick Bites,150
660,Banashankari Donne Biriyani,Yes,3.8,104,Banashankari,Quick Bites,300
661,Addhuri Udupi Bhojana,No,3.7,88,Banashankari,Quick Bites,300
662,Vasanth Vihar - Since 1965,Yes,3.6,95,Banashankari,Quick Bites,150
663,Subway,Yes,3.7,136,Banashankari,Quick Bites,600
664,SGS Non Veg - Gundu Pulav,Yes,3.8,101,Banashankari,Quick Bites,400
665,Udupi Ruchi Grand,Yes,4.2,60,Banashankari,Quick Bites,200
666,Hotel Mangala,No,3.9,88,Banashankari,Quick Bites,250
667,Simple Thindies,No,3.0,8,Banashankari,Quick Bites,200
668,Rolls On Wheels,No,3.4,145,Banashankari,Quick Bites,300
669,Chilli Flakes,Yes,3.6,46,Banashankari,Quick Bites,500
670,Kababs N Biryani,Yes,3.4,22,Banashankari,Quick Bites,200
671,Udupi Ruchi,Yes,3.9,57,Banashankari,Quick Bites,200
672,SLV Swadishta,No,3.8,189,Banashankari,Quick Bites,300
673,Kolbeh,No,3.7,22,Banashankari,Quick Bites,500
674,Kolkata Kathi Roll's,Yes,3.6,18,Banashankari,Quick Bites,250
675,Mylari Biryani Family Restaurant,Yes,3.7,73,Banashankari,Quick Bites,400
676,Upahar Sagar,No,3.8,39,Banashankari,Quick Bites,350
677,Domino's Pizza,Yes,3.9,540,Banashankari,Quick Bites,800
678,New Sagar Fast Food,No,3.6,71,Banashankari,Quick Bites,250
679,Namma Biryani,Yes,3.6,24,Banashankari,Quick Bites,250
680,Chill Out,No,0.0,0,Banashankari,Quick Bites,100
681,Parama Ruchi,No,3.0,11,Banashankari,Quick Bites,300
682,Thrilok Restaurant,No,3.4,9,Banashankari,Quick Bites,350
683,Meat And Eat,No,3.0,12,Banashankari,Quick Bites,500
684,Ande Ka Funda,Yes,3.8,120,Banashankari,Quick Bites,250
685,Dakshin Grand,Yes,3.0,82,Banashankari,Quick Bites,300
686,Chicken Hunt,Yes,3.0,88,Banashankari,Quick Bites,350
687,7 Hills Garden Restaurant,Yes,0.0,0,Banashankari,Quick Bites,400
688,Maruthi Davangere Benne Dosa,Yes,4.0,17,Banashankari,Quick Bites,150
689,Shri Guru Raghavendra Grand Veg,No,0.0,0,Banashankari,Quick Bites,400
690,Pizza Stop,Yes,3.0,87,Banashankari,Quick Bites,600
691,Madhappa Hindu Military Hotel,Yes,3.4,14,Banashankari,Quick Bites,300
692,Krishna Sagar,No,3.0,31,Banashankari,Quick Bites,200
693,Hanumanthanagar Biryani Junction,No,3.0,17,Banashankari,Quick Bites,300
694,Faasos,Yes,4.2,415,Banashankari,Quick Bites,500
695,Rasoi,Yes,3.3,128,Banashankari,Quick Bites,300
696,SLV Refreshment,No,4.1,94,Banashankari,Quick Bites,100
697,Kaggis,No,3.8,64,Banashankari,Quick Bites,250
698,Chatar Patar,No,3.7,65,Banashankari,Quick Bites,300
699,Seven Star,Yes,3.4,7,Banashankari,Quick Bites,250
700,SVKP Daily Fresh,No,3.3,5,Banashankari,Quick Bites,350
701,Kidambi's Kitchen,No,3.0,52,Banashankari,Quick Bites,300
702,Ruchi's Corner,Yes,2.7,123,Banashankari,Quick Bites,200
703,Tandoori Knight,Yes,3.0,290,Banashankari,Quick Bites,450
704,Utsav,Yes,3.7,59,Banashankari,Quick Bites,200
705,Mane Thindi,No,3.7,130,Banashankari,Quick Bites,200
706,Fast And Fresh,Yes,2.8,91,Banashankari,Quick Bites,400
707,New Gowda's Fried Chicken,Yes,3.3,12,Banashankari,Quick Bites,300
708,Juicy Momos,Yes,3.0,80,Banashankari,Quick Bites,250
709,Donne Biriyani House,Yes,3.9,441,Banashankari,Quick Bites,400
710,Srinagar Kabab Corner,No,3.4,10,Banashankari,Quick Bites,250
711,Sri Venkateshwara Chat Centre,No,3.0,12,Banashankari,Quick Bites,100
712,Vinay Bhel Corner,No,3.4,7,Banashankari,Quick Bites,100
713,Spice 9,No,3.4,8,Banashankari,Quick Bites,300
714,Roti Land,No,0.0,0,Banashankari,Quick Bites,200
715,Naveen Kabab & Biriyani Mane,No,3.2,9,Banashankari,Quick Bites,300
716,Nandi Chats and Juice,No,3.6,47,Banashankari,Quick Bites,150
717,Atithi Point Ande Ka Funda,No,3.1,29,Banashankari,Quick Bites,150
718,Yaarub Hotel,No,0.0,0,Banashankari,Quick Bites,250
719,Aarush's Food Plaza,No,0.0,0,Banashankari,Quick Bites,200
720,Rotti Mane,No,0.0,0,Banashankari,Quick Bites,100
721,Karnataka Bhel House,No,0.0,0,Banashankari,Quick Bites,150
722,Kannadigas Karavali,No,0.0,0,Banashankari,Quick Bites,250
723,The Coorg Kitchen,No,0.0,0,Banashankari,Quick Bites,400
724,Just Shawarma,Yes,3.8,66,Banashankari,Quick Bites,300
